names	edited_features	longest_gene_isoform
AT4G09153	300	393
AT2G01830	573	6724
AT3G07200	735	2008
AT1G04550	1057	1863
AT5G12220	563	3017
AT1G76010	6410	3712
AT3G47675	133	863
AT3G50060	805	1719
AT3G55940	11	2779
AT3G07560	1224	2266
AT3G17600	6	1174
AT3G50020	237	630
AT3G01410	1187	2314
AT3G16620	1842	3749
AT2G10970	1	843
AT3G09230	233	2044
AT5G52070	444	4433
AT3G14880	11	1511
AT3G52050	473	4765
AT2G42680	3228	1488
AT5G02535	1	187
AT1G71800	453	3084
AT2G24680	207	3746
AT5G39320	2554	2403
AT5G59640	13	4780
AT3G60176	2	1009
AT2G21530	208	1356
AT2G22040	2	1822
AT3G22950	530	1903
AT2G20515	685	1107
AT3G58590	183	2543
AT1G24010	36	714
AT1G55150	884	2871
AT5G43310	2186	6110
AT5G60230	70	1605
AT1G54690	843	971
AT4G35785	1724	2379
AT4G18800	711	1711
AT5G62900	170	1342
AT5G51500	21	2169
AT4G21366	6	414
AT2G42140	1	992
AT5G27770	6451	1544
AT4G33420	3	1630
AT5G37630	1314	5579
AT4G00180	39	3031
AT2G47920	117	1127
AT2G40320	35	2323
AT3G11000	4218	3021
AT3G62110	674	3200
AT4G39700	3	1000
AT4G14000	814	2808
AT1G77720	1158	3639
AT5G21326	1390	4777
AT5G22700	730	3912
AT5G40400	308	2622
AT5G40140	437	2224
AT3G18490	18425	2204
AT3G04010	74	3409
AT3G30867	58	1633
AT1G03580	1	1287
AT3G07610	2073	7229
AT1G26930	740	1881
AT2G01905	74	5679
AT1G33660	7	3703
AT1G19650	376	3627
AT2G01690	1641	5112
AT5G01080	68	554
AT3G63180	959	4248
AT2G45280	244	2460
AT5G42390	2135	8188
AT4G35725	56	655
AT1G27640	5	443
AT3G60680	271	2146
AT2G05560	1	4906
AT4G07290	2	435
AT4G08230	527	2009
AT1G17980	1042	4243
AT1G78810	268	2344
AT2G18500	397	1316
AT1G73720	1466	5040
AT1G01030	82	2065
AT5G09195	3	633
AT3G12060	75	2423
AT2G31305	375	1121
AT1G28900	15	71
AT1G59960	74	2050
AT2G43550	925	346
AT3G14190	1692	2086
AT4G11260	2351	2728
AT1G54630	3945	1809
AT5G40930	955	1622
AT1G05894	10	1590
AT3G15030	80	2471
AT1G52800	14	1608
AT5G12870	31	2409
AT4G27260	348	2706
AT3G08425	20	407
AT3G55200	7430	4851
AT2G02835	3	854
AT5G51040	858	1602
AT2G21385	496	2393
AT2G12400	1050	3558
AT4G11680	790	2303
AT1G29930	25084	1229
AT3G04130	394	2613
AT2G30140	87	1882
AT3G21100	1321	3566
AT1G56555	8	1096
AT4G12670	651	3045
AT2G41430	6016	1384
AT3G08550	1680	3875
AT3G51650	1825	4350
AT3G62920	145	700
AT2G07950	7	398
AT2G41470	20	3797
AT1G22015	563	2525
AT5G64890	27	1044
AT5G58340	428	2653
AT3G61680	74	3748
AT5G02550	1712	664
AT1G11420	122	2495
AT1G50420	932	2606
AT1G13890	2	1572
AT1G06143	171	1868
AT4G04720	1721	4106
AT4G13530	1061	2848
AT3G02710	1678	2835
AT4G18710	1950	4955
AT3G60550	5	1166
AT5G20320	1634	10079
AT5G27760	1136	1621
AT3G53190	3124	3941
AT3G57940	1186	6772
AT5G50610	63	779
AT2G43590	6	1472
AT4G22035	2	1130
AT4G04750	5	5022
AT4G01900	916	2023
AT1G63100	1272	3064
AT1G54380	802	3174
AT3G05130	1263	2398
AT2G03822	2	173
AT1G08500	3	1370
AT3G59720	19	3897
AT1G59740	47	4517
AT3G27260	1858	5231
AT4G38370	759	1388
AT3G24010	472	2381
AT4G02640	909	2405
AT1G58420	14	950
AT5G27470	2832	2451
AT1G76810	5307	5846
AT1G01480	3	2700
AT2G05120	1758	5073
AT5G01970	459	2249
AT4G34860	1397	3161
AT5G52150	42	1315
AT4G09080	72	2634
AT2G30950	1797	2943
AT3G14730	198	2168
AT5G48480	30060	2301
AT4G04435	7	935
AT2G32980	623	2624
AT5G08330	585	1592
AT3G55320	1062	6541
AT5G58780	3	1715
AT3G29370	255	839
AT4G24480	58	5112
AT4G18130	1068	4209
AT1G17490	564	983
AT3G09840	19190	3803
AT4G24960	1839	1447
AT1G70820	106	2844
AT1G73470	403	3209
AT3G58030	2261	2898
AT5G57790	314	2924
AT1G31580	83	992
AT2G04660	772	4629
AT4G18770	158	2074
AT3G49890	376	1558
AT2G27610	156	2606
AT3G07330	1120	3556
AT1G03200	90	2427
AT3G24170	2077	5270
AT5G07160	1	738
AT5G26200	12	1262
AT5G01340	179	1808
AT1G80555	5	785
AT1G19500	2	1019
AT1G73570	262	3033
AT2G07675	191	377
AT1G28620	1	1713
AT2G20800	3	2774
AT3G08680	5632	3503
AT4G27220	12	3178
AT5G05170	5837	5426
AT4G02485	153	2078
AT5G27210	396	2069
AT2G07664	5	322
AT1G11591	3	889
AT1G57800	4	3660
AT5G54290	320	2991
AT2G04790	7	1236
AT4G38390	95	2604
AT4G37800	18	2075
AT5G66720	1026	2122
AT3G44716	75	1215
AT5G38460	844	3355
AT1G09645	525	1741
AT1G25370	208	1547
AT5G66564	23	83
AT5G44750	1608	7562
AT3G52220	957	1712
AT2G45500	305	3514
AT2G47860	85	2626
AT2G31730	377	2129
AT4G13670	481	2443
AT5G13475	2	5726
AT4G39480	1186	2101
AT1G05010	65	1833
AT1G77131	115	2540
AT4G33700	2353	3249
AT2G15050	8	2800
AT3G28540	10	2074
AT1G73790	59	780
AT2G15860	2575	4119
AT4G09640	539	3227
AT3G14950	25	3115
AT3G08900	2	1863
AT3G28695	1	72
AT5G35205	1	4688
AT5G59550	589	1942
AT5G18070	792	2366
AT5G18633	1	4831
AT3G60920	1	9916
AT5G53940	293	1644
AT5G17710	1277	2527
AT5G66055	889	2207
AT1G06290	1242	4070
AT2G05752	1	1223
AT3G18880	22	1202
AT4G21420	41	1700
AT1G50770	86	2044
AT5G02540	2575	2548
AT4G17710	11	3033
AT2G41770	565	2924
AT3G19553	349	2257
AT1G52640	80	1743
AT3G15840	105	2009
AT1G68550	2104	2246
AT3G01331	8	464
AT3G04870	900	3932
AT1G20640	793	3877
AT4G27060	1949	3964
AT3G52180	672	4128
AT1G70270	20	665
AT1G43230	1	413
AT3G56720	1343	2890
AT1G28270	9	1238
AT5G02415	32	768
AT3G09205	1	241
AT3G20290	1326	4197
AT3G07430	1626	1301
AT4G09467	712	537
AT1G24510	11125	2976
AT1G65470	1074	4695
AT2G31250	39	1976
AT3G48510	130	1236
AT3G44770	77	3627
AT2G31040	429	2564
AT1G72630	381	1404
AT1G64910	18	1761
AT5G64710	514	3046
AT3G16870	527	1263
AT2G40630	397	3445
AT1G59910	1102	3405
AT4G27730	473	2854
AT4G18610	14	2547
AT5G19180	1771	2785
AT2G02050	2633	2106
AT4G29560	169	2142
AT2G23030	3	3239
AT3G47070	480	1141
AT3G63300	1189	2854
AT2G19900	1	3751
AT2G41082	18	234
AT4G10150	3	1834
AT1G09850	416	2465
AT4G28460	1	669
AT1G12244	175	1392
AT4G37210	2755	2469
AT4G10640	850	2692
AT4G26310	588	3026
AT4G31000	107	2859
AT1G55500	1135	3383
AT1G09500	17	2116
AT4G01100	3950	2876
AT5G13270	246	2353
AT3G27280	2298	1799
AT5G06670	653	7482
AT5G43240	8	2162
AT4G28760	1922	4590
AT5G35580	8	2283
AT5G43420	10	1636
AT4G16000	1	1027
AT5G24810	1251	6165
AT2G41830	306	7021
AT5G66680	6724	3305
AT1G05200	517	4192
AT4G27970	29	2187
AT4G22160	195	1108
AT1G80080	83	1830
AT4G13750	664	12623
AT3G48520	22	1921
AT1G63650	763	3751
AT5G42980	8118	1624
AT2G45910	769	4498
AT5G59590	7	1823
AT3G05450	4	2509
AT5G56130	681	2617
AT5G46190	1090	4497
AT1G07290	39	2980
AT1G19370	970	2331
AT5G16000	530	3354
AT5G61010	172	3299
AT3G27906	753	2673
AT5G35430	1630	4147
AT4G14430	1283	1415
AT4G07385	1	897
AT1G01240	334	2121
AT2G40140	1316	2737
AT3G30415	22	1981
AT3G48120	299	2682
AT1G59620	91	3453
AT3G59990	2658	3249
AT5G35630	2970	3078
AT1G06957	22	282
AT4G09885	5	491
AT5G53810	28	2870
AT1G48175	312	1967
AT1G34844	16	1734
AT1G48560	134	2655
AT4G16720	17847	1543
AT2G14378	835	500
AT3G01670	420	3280
AT1G56010	139	2710
AT3G46700	120	1907
AT5G62250	3	2927
AT5G11550	1890	1442
AT2G18760	531	5695
AT2G23460	1776	3657
AT3G62740	8	2779
AT5G52390	52	1563
AT3G28360	5	5337
AT2G31900	4	9709
AT5G11980	1192	3648
AT4G15400	1	1676
AT1G34750	133	2196
AT5G08265	4	249
AT1G51980	4465	3863
AT1G30860	85	3097
AT1G11905	608	1762
AT1G18960	1	1284
AT2G17780	365	3077
AT3G53650	448	954
AT5G25060	2063	7103
AT3G26085	179	1927
AT5G46760	1908	2568
AT1G11940	516	2621
AT1G28150	623	1568
AT1G50910	141	3180
AT1G17020	208	1933
AT5G07950	244	1852
AT5G58280	110	1559
AT1G72950	34	1582
AT5G35920	1	467
AT4G33080	3000	4857
AT4G17530	1408	2128
AT3G01590	1032	2773
AT2G08610	7	245
AT5G38780	2	1746
AT1G51965	519	2729
AT5G38060	127	763
AT5G45140	1217	11048
AT3G21220	713	2894
AT4G29730	1186	3674
AT5G20420	80	5452
AT2G39780	1582	2658
AT4G14820	82	2845
AT1G80600	1802	2196
AT3G24630	539	3042
AT4G39860	3123	3440
AT5G45170	584	2977
AT4G20840	62	1951
AT5G17230	2234	3443
AT4G40090	2	869
AT1G31320	315	1609
AT4G25420	4	1734
AT3G53030	456	2358
AT3G32092	65	3857
AT2G40010	255	2393
AT3G01142	32	1578
AT4G13263	730	581
AT1G18250	9027	1481
AT4G05785	2	236
AT3G46000	1815	1785
AT1G52470	16	2330
AT5G48900	917	4062
AT1G15040	81	1515
AT3G22600	29	1587
AT1G19020	5	703
AT2G47410	1635	9155
AT2G04910	2	415
AT4G20740	330	2776
AT5G18690	295	964
AT1G04120	4694	6816
AT2G35920	1244	5469
AT3G61370	201	2267
AT2G09710	30	425
AT2G15590	1	931
AT1G04270	17756	1572
AT5G46750	1745	2245
AT1G57870	758	5221
AT3G07720	600	2035
AT4G14130	1122	1372
AT5G38990	138	2979
AT1G21840	94	1347
AT3G47200	1	1952
AT1G51405	32	2294
AT1G52415	57	735
AT5G54260	447	6014
AT5G66580	265	1161
AT5G05080	2937	2346
AT5G16800	600	2324
AT2G07706	29	4639
AT1G17350	363	2916
AT4G23950	477	2500
AT4G38590	4	4812
AT4G31354	29	1663
AT5G56550	175	1118
AT2G05845	3	2069
AT5G24120	231	3192
AT2G08825	24	322
AT5G11840	228	1604
AT3G09760	521	3040
AT3G63350	3	1576
AT3G17430	1206	3427
AT5G53710	1	723
AT1G25145	1060	1869
AT3G18250	13	366
AT3G12780	3633	2386
AT5G01830	285	2864
AT4G33480	644	3076
AT4G30090	243	3061
AT3G17830	226	3052
AT1G52820	15	1422
AT4G39340	492	383
AT4G38495	175	714
AT2G46940	3	1156
AT1G42550	294	3147
AT1G50732	19	1203
AT5G59660	6	4329
AT2G06430	1	4665
AT1G48422	19	1285
AT4G33060	933	3800
AT4G07843	2	2087
AT1G71260	1949	1797
AT2G12190	50	1755
AT4G26680	116	1979
AT3G59910	1600	3121
AT1G01150	7	2227
AT4G35420	122	1686
AT3G06925	2	351
AT5G56420	513	2169
AT2G47490	425	2890
AT4G27440	7580	1894
AT2G33940	9	71
AT2G37740	115	1368
AT1G67540	1	1240
AT3G12020	1004	9153
AT2G04378	681	1544
AT3G23150	713	3329
AT1G04500	2	3128
AT3G55690	446	1902
AT1G78390	33	2170
AT2G33530	634	3028
AT3G59140	704	5688
AT1G31550	482	1933
AT4G10140	280	2381
AT5G63060	79	1942
AT3G11170	1236	2915
AT3G06940	883	3143
AT3G29670	16	1664
AT3G05120	1506	2481
AT5G24270	63	4960
AT5G05210	1901	2448
AT5G22210	362	1273
AT5G22850	645	3203
AT1G47900	1340	4647
AT2G25169	3	1408
AT5G22010	1951	7113
AT5G25620	28	3827
AT5G05100	1318	2183
AT4G30140	3	2416
AT5G59120	4938	3411
AT2G30910	630	4243
AT3G07150	31	915
AT2G25600	9	4419
AT3G13772	2713	3142
AT5G39510	1292	2547
AT5G60310	2	2258
AT2G46860	1	1658
AT2G46410	11	1348
AT4G14500	1389	3496
AT1G50920	6818	2909
AT4G37080	445	3975
AT5G17900	2212	2669
AT3G47370	3959	1307
AT5G24940	46	2458
AT1G49720	294	2625
AT1G13420	4	1379
AT4G39640	491	3114
AT5G17020	6406	8337
AT3G50410	69	1223
AT1G33440	19	3055
AT1G22870	705	5238
AT3G52300	7020	2020
AT2G35075	1	2644
AT5G59810	373	3786
AT1G31150	1380	2848
AT1G54773	31	283
AT4G34050	1590	1899
AT2G29550	13534	2140
AT5G01505	4	141
AT3G03930	17	1500
AT4G18750	170	3011
AT2G41490	477	2639
AT4G25540	259	5807
AT3G46617	3	959
AT5G16210	1519	7473
AT5G39860	18	1191
AT3G24220	56	1884
AT5G20720	5087	2029
AT2G43460	13046	1436
AT3G50660	1194	3456
AT3G51310	1743	5123
AT2G07655	32	880
AT2G04700	666	2230
AT1G51720	983	5788
AT5G12030	35	881
AT1G27150	685	3302
AT1G13330	197	2663
AT1G71828	1	514
AT2G20330	1387	3015
AT4G29370	4	1250
AT5G15920	1116	4104
AT3G05750	961	3880
AT2G03210	608	1963
AT4G19180	607	3368
AT3G18950	85	2145
AT5G53902	1	701
AT3G04980	1476	4565
AT5G19150	517	5149
AT3G54960	1853	3614
AT1G17590	189	2464
AT3G60520	1216	1148
AT5G05765	5	394
AT4G37480	248	2469
AT4G31730	20	1062
AT5G55290	778	1707
AT4G20430	988	4579
AT4G18790	1	2320
AT1G05783	14	1131
AT1G17750	318	3797
AT5G43460	3849	2643
AT2G18730	1606	3211
AT5G60800	1520	1876
AT4G30074	19	862
AT5G60100	462	3444
AT1G80150	301	2226
AT1G23120	12	1030
AT1G08207	3	482
AT4G35510	78	1968
AT2G29870	2	802
AT2G46600	663	581
AT5G57390	241	3714
AT4G00310	415	1859
AT2G28430	776	918
AT3G17230	331	603
AT1G20160	72	3347
AT2G45590	1841	3123
AT4G25230	759	5592
AT3G49840	302	2530
AT5G08680	6288	3300
AT2G40460	63	4763
AT1G13990	87	1935
AT2G03340	284	2872
AT2G20210	218	3802
AT4G18375	164	3016
AT4G34930	51	1640
AT1G51530	9	2303
AT4G37810	188	1084
AT1G07250	496	1849
AT2G40600	678	1888
AT2G20635	519	3338
AT5G50150	708	4514
AT3G55430	4542	2792
AT1G67940	329	1133
AT4G38940	317	1440
AT4G39260	9781	1387
AT2G16500	2552	2916
AT1G24800	8919	2042
AT5G45320	40	1070
AT4G33160	194	1698
AT2G47230	991	3266
AT4G26450	3032	3300
AT1G77150	2	294
AT3G62870	16936	1836
AT1G02980	9	3974
AT5G38240	40	2429
AT1G04073	3	232
AT2G08765	140	79
AT1G54095	77	1331
AT5G15170	714	3652
AT2G39130	164	4350
AT1G62400	4	2122
AT3G28140	352	1131
AT5G55660	5966	4918
AT2G28870	827	950
AT2G42110	470	917
AT1G70490	7227	2093
AT4G17660	20	2061
AT2G30680	1	1748
AT4G35830	5979	5592
AT1G05970	507	1511
AT4G09590	1	635
AT5G07870	126	1939
AT3G25410	393	2385
AT2G22425	2320	979
AT5G04910	516	1415
AT4G12740	191	3239
AT3G07990	236	2527
AT5G52630	245	1958
AT4G10450	3168	1640
AT3G51800	6469	2833
AT5G27690	43	1619
AT2G43745	6	1312
AT4G22517	4	619
AT1G04470	11	3917
AT3G55720	9	1783
AT5G09320	1	1992
AT5G61900	2	3680
AT1G11303	9	3184
AT5G46950	50	649
AT2G41460	623	3553
AT3G02530	3929	4086
AT5G37730	2	1014
AT1G60960	175	2000
AT3G16640	40380	1525
AT1G14755	78	666
AT3G60240	7468	6848
AT5G55200	244	2022
AT1G09363	4	542
AT5G45790	186	1710
AT1G32560	1	958
AT4G26870	4292	2579
AT1G28350	1382	6098
AT3G57690	25	459
AT1G79915	13	1451
AT5G58030	1287	1843
AT1G22850	463	2400
AT5G38410	2507	1469
AT2G19180	1117	1570
AT3G26720	1622	6764
AT4G28080	688	9504
AT1G15340	5476	2253
AT1G10390	4183	5918
AT2G05040	3	3344
AT3G61560	391	2450
AT3G07520	131	3400
AT5G47880	894	2542
AT4G26540	36	3860
AT3G58110	2465	3227
AT3G47348	243	84
AT3G03325	3	437
AT3G55220	7381	4495
AT5G40060	45	4655
AT4G29650	7	1004
AT3G04770	724	1856
AT4G15510	172	2203
AT1G13630	160	3648
AT5G46910	702	5040
AT2G26040	4	1284
AT1G54390	727	2595
AT1G53345	254	1334
AT1G14350	813	3193
AT5G44560	766	2477
AT5G60040	1268	10278
AT2G25050	1107	6875
AT1G61400	141	3962
AT3G14415	613	2762
AT1G09457	9	232
AT5G03315	7	186
AT1G60985	109	577
AT5G25205	1	4981
AT5G44270	3	2181
AT3G27290	61	2071
AT1G35560	66	1411
AT5G02310	3109	9074
AT3G07635	2	401
AT3G54080	1796	1755
AT1G21080	921	4123
AT1G33270	506	2392
AT1G74640	431	2301
AT1G47860	56	9593
AT4G16360	1547	2076
AT1G22370	1	2420
AT2G44570	78	2141
AT3G22980	697	3713
AT1G49380	403	2889
AT2G47010	759	2271
AT4G18840	175	3812
AT3G48360	5	2971
AT3G66658	1368	4252
AT1G35530	257	7470
AT4G26180	95	2141
AT5G50560	2	606
AT3G25520	21368	2188
AT5G23490	391	7308
AT3G50140	2	2410
AT4G29860	153	4112
AT5G36120	147	845
AT1G21110	1	1622
AT4G32720	2728	2802
AT4G07815	1	314
AT1G51090	9	1283
AT3G10770	2008	2221
AT1G50320	339	1152
AT1G78950	324	4564
AT4G38920	3754	2288
AT2G38860	198	2508
AT1G09410	142	2287
AT5G38730	124	2092
AT5G19151	76	1178
AT4G35180	28	2766
AT5G66020	22	3532
AT5G15530	765	2277
AT5G51820	1173	5029
AT2G47270	11	898
AT3G62040	18	1275
AT5G01270	1311	4777
AT3G61510	32	2515
AT4G25630	3362	2342
AT1G76780	113	7822
AT4G39930	28	794
AT5G67530	1209	3072
AT1G78190	137	374
AT5G25410	1	1839
AT5G04460	811	4502
AT5G45440	59	1558
AT1G78620	702	2144
AT1G08890	7	4121
AT5G21060	845	3944
AT1G55270	675	2192
AT5G59800	873	2173
AT4G16030	1	1280
AT4G05130	1	2732
AT5G59260	1	2296
AT5G01400	1072	8752
AT4G02810	38	1176
AT5G54540	1943	1806
AT2G40380	2102	1141
AT1G50740	256	1363
AT5G19050	437	2902
AT5G49170	162	1257
AT1G28306	2	843
AT1G29560	165	3343
AT4G07065	2	241
AT5G40790	1	1235
AT4G33540	479	3376
AT5G53740	4	3275
AT3G22190	739	3230
AT5G36940	238	4269
AT5G46030	1988	1410
AT3G16340	98	7102
AT2G36370	136	5212
AT4G35230	832	3266
AT1G57540	446	1626
AT3G28875	7	575
AT1G02520	1267	5533
AT4G06634	649	2430
AT1G62060	5	731
AT5G54920	300	3795
AT3G19900	248	2705
AT1G58060	1303	12606
AT2G15340	7	703
AT5G28920	2	3343
AT2G45730	589	3009
AT5G61720	20	1890
AT3G12440	2	1152
AT4G01925	2	1277
AT2G16890	96	2448
AT1G67855	1	620
AT1G26440	206	2150
AT4G24240	426	2235
AT1G22400	18	3309
AT4G27875	1	71
AT4G05495	9	461
AT1G47990	195	2443
AT1G68740	237	4534
AT1G09760	2359	2567
AT5G19221	9	2385
AT2G28640	2	2561
AT1G29760	416	2221
AT5G47490	1188	7073
AT5G53580	338	2076
AT2G24190	57	1477
AT1G30190	1	1174
AT3G04260	1412	4633
AT3G15130	225	2969
AT3G27845	7	71
AT3G63000	1188	1948
AT4G21350	319	1124
AT1G68680	665	1836
AT2G39300	59	4335
AT1G11740	4	3796
AT5G56540	58	500
AT4G22530	89	1982
AT5G66330	446	1553
AT3G28455	294	1920
AT3G29230	536	2625
AT1G43770	298	3492
AT3G04890	183	2563
AT1G07170	673	1275
AT5G20510	376	3198
AT3G52810	1	2772
AT2G33800	2327	1824
AT5G60370	262	2395
AT2G03870	2415	1541
AT2G35500	372	2731
AT3G03850	1	711
AT2G39705	151	1467
AT4G11810	1	4109
AT1G70780	1132	1226
AT5G46800	850	2279
AT2G29710	94	1770
AT2G40480	248	2449
AT4G34240	897	3414
AT1G08030	733	3918
AT1G09940	329	2646
AT3G44060	1	1453
AT3G25495	319	6468
AT3G63070	2164	7293
AT3G18410	1976	1436
AT3G57645	6	862
AT3G48210	1093	2434
AT5G59020	803	3776
AT5G60550	988	3361
AT2G18780	402	1402
AT3G45140	1750	4107
AT4G32240	827	1300
AT4G35600	16	2780
AT1G11592	340	1738
AT3G27300	1213	3772
AT3G55080	182	4701
AT3G62130	1621	2218
AT5G65450	330	3796
AT2G07659	1	1548
AT2G29940	531	6821
AT5G67360	21314	2959
AT5G57450	53	1909
AT5G59840	775	2309
AT1G26270	1967	3091
AT4G33510	3003	2426
AT4G36740	124	1988
AT3G20993	3	461
AT1G04013	2	248
AT2G14070	1	1270
AT2G34400	110	2243
AT5G54890	216	1819
AT1G48200	433	1573
AT2G47850	1606	3135
AT4G37750	3349	2893
AT2G15690	534	2782
AT5G49740	150	3475
AT3G23740	402	3067
AT3G29000	11	876
AT5G66980	5	1283
AT3G54690	586	1648
AT2G20616	1	1189
AT1G65295	1609	1567
AT4G01550	172	2583
AT3G49880	416	2719
AT3G46520	17	3255
AT2G18876	288	2977
AT2G46500	1809	2737
AT1G35250	19	2632
AT4G30730	130	522
AT2G47800	144	5949
AT1G09607	2	309
AT5G18820	323	3213
AT1G30330	3117	5166
AT4G26720	780	2456
AT5G61020	6707	2942
AT1G18260	2693	3356
AT3G51290	3686	4859
AT3G56320	738	3909
AT1G76892	1	308
AT5G28380	38	2284
AT1G47395	7	832
AT1G61170	383	1188
AT1G74800	791	3431
AT3G61740	625	6205
AT4G09000	6851	2271
AT1G60890	733	5124
AT5G14970	440	1806
AT1G73350	378	1906
AT1G19980	571	2038
AT1G11660	1346	4077
AT3G51570	14	4347
AT3G53630	1083	2150
AT5G56320	40	2106
AT5G35680	1505	1164
AT3G04070	22	1934
AT5G17522	62	811
AT5G36400	3912	356
AT3G31970	3	4570
AT2G45200	1171	2611
AT3G07170	1622	2145
AT2G14560	25	2315
AT1G65510	2	753
AT1G55910	192	1500
AT3G60590	321	1942
AT3G06035	224	1405
AT5G13530	2432	9521
AT5G65780	1345	4714
AT1G31335	231	736
AT3G54900	569	1107
AT3G25800	3661	3573
AT3G20880	2	2345
AT5G26340	549	4142
AT4G35890	3665	3805
AT2G27050	507	2637
AT3G21050	274	1262
AT3G06440	725	3138
AT5G05050	1	1818
AT1G19840	212	1083
AT3G17668	158	1225
AT3G25040	2610	2107
AT1G80530	2141	2450
AT3G48185	170	959
AT5G03260	22	2403
AT3G32990	4	2528
AT1G64210	2	2175
AT1G53160	250	1442
AT4G37690	117	1953
AT4G37730	307	1398
AT5G25770	566	2910
AT5G28913	444	907
AT3G52561	57	616
AT1G72230	253	1322
AT5G67620	92	1459
AT2G30120	483	1824
AT1G03746	1	84
AT5G04670	1199	5661
AT5G07470	1264	1955
AT5G54770	6370	1813
AT5G26620	3	266
AT1G69610	50	2855
AT3G49650	183	4942
AT3G03000	7	940
AT4G15475	618	3057
AT1G64140	2754	3366
AT4G04130	1	5602
AT5G10930	159	2249
AT1G04645	119	493
AT1G16300	679	3365
AT5G42860	48	1971
AT5G11900	1480	2440
AT5G19160	149	2518
AT3G17800	546	2041
AT5G16970	143	2113
AT3G11400	4404	2335
AT2G02390	360	2435
AT2G04520	3018	1398
AT1G60060	2221	2645
AT3G20130	22	2028
AT5G08055	1	401
AT5G55130	981	2958
AT5G43510	305	436
AT2G44010	18	879
AT2G41650	6581	1873
AT2G44525	606	1443
AT3G54700	2	2734
AT2G43150	2186	1493
AT5G18510	197	2236
AT4G31180	5329	3843
AT5G65090	12	2969
AT1G27130	760	1617
AT1G61665	2	256
AT4G27010	1073	10465
AT1G73030	956	1359
AT3G49690	2	1546
AT3G09440	14865	3592
AT1G12060	63	1004
AT5G25450	86	1559
AT4G24170	2	4203
AT2G44760	459	2079
AT5G36655	3	2192
AT1G03080	3318	6714
AT3G07875	20	1392
AT3G26140	7366	3728
AT2G23970	94	1420
AT3G16480	2020	3317
AT1G71691	1950	2804
AT2G48070	418	1621
AT1G66470	14	1801
AT2G22450	884	2701
AT1G68280	13	1354
AT4G26455	768	2248
AT3G61700	1308	4061
AT4G19450	661	3011
AT3G13640	706	3455
AT1G22620	663	8823
AT1G62700	52	3256
AT4G04615	2	100
AT1G12730	395	3458
AT4G24460	191	2647
AT3G61415	299	3724
AT5G07620	199	1858
AT5G51400	1753	1693
AT1G17910	1	2489
AT3G16240	4648	1690
AT4G25800	262	3147
AT1G78172	208	1115
AT1G02120	1411	4312
AT4G27040	707	2750
AT1G58160	11	716
AT4G16857	83	1484
AT1G69550	106	5579
AT4G34960	1307	2501
AT1G74410	144	2392
AT5G39471	13	1954
AT5G16150	3985	3339
AT4G27570	237	1654
AT3G02990	131	3000
AT4G27240	835	2774
AT3G17715	59	1302
AT3G46680	17	1425
AT3G62720	822	1955
AT4G19900	812	2527
AT1G60200	3260	4706
AT1G12970	446	2396
AT2G31920	3	2713
AT5G07220	43	1779
AT4G12840	437	2827
AT5G14420	1205	3331
AT4G03175	10	781
AT3G26240	108	3304
AT3G18000	1552	3189
AT4G37890	102	2397
AT3G48000	2167	3305
AT1G76930	1	1819
AT3G04750	409	2510
AT2G29740	2	1740
AT1G62225	3	791
AT3G04300	2	931
AT1G62180	1453	2355
AT3G56140	705	3970
AT2G23820	669	2555
AT1G11930	1127	2061
AT1G10460	25	1329
AT2G31580	233	5084
AT3G20075	12	749
AT3G21620	222	3535
AT2G46710	482	3846
AT4G34140	361	3972
AT2G24150	1925	2336
AT3G54870	160	6186
AT4G36580	339	3095
AT1G05135	92	1413
AT4G36040	1303	1456
AT4G26255	223	2524
AT1G07740	204	3066
AT2G18820	1	5104
AT5G16660	451	1844
AT1G18810	7	1638
AT5G18170	1261	2691
AT4G39590	13	1428
AT4G36420	1217	1336
AT2G45820	1705	1788
AT3G61540	434	2525
AT4G20960	575	2452
AT5G51390	12	497
AT4G23220	7	2790
AT3G45760	1	2969
AT1G05205	460	1238
AT1G65150	7112	1989
AT1G65040	1149	3984
AT1G05620	445	2829
AT2G40030	3534	9258
AT3G49750	109	1233
AT3G09430	95	2018
AT3G17400	4	557
AT1G31270	5	854
AT5G13650	2283	5114
AT1G04170	4472	3019
AT2G39518	12	1326
AT5G22110	294	3457
AT5G07560	3	1232
AT1G04555	650	1738
AT2G46030	557	2119
AT4G19975	20	1816
AT5G01620	972	2351
AT1G51355	103	1017
AT2G40390	16	1811
AT1G19190	6	1154
AT2G15000	1080	1608
AT2G02970	1497	3295
AT1G01530	19	1036
AT2G32240	1417	6856
AT2G28410	207	962
AT4G23360	49	1925
AT1G67770	127	2301
AT4G31480	7204	4834
AT5G48595	14	382
AT3G56740	554	2786
AT4G14860	11	758
AT3G62340	382	1718
AT3G01870	185	2095
AT1G10745	122	499
AT1G03730	249	1270
AT2G37678	95	1375
AT5G67500	2636	2490
AT4G14170	143	2056
AT4G17060	1002	1969
AT1G12080	2193	1023
AT1G43250	2	5314
AT5G03660	1313	2296
AT2G34300	1560	3869
AT4G12750	976	7018
AT1G45233	552	1947
AT5G22390	5	1240
AT4G25500	1823	2942
AT5G56160	309	3647
AT1G29070	984	1616
AT5G27093	11	770
AT2G43780	695	1621
AT3G03270	347	2365
AT3G53120	551	2007
AT1G19330	3142	3136
AT1G49820	886	2468
AT4G19220	81	2855
